code_type	code_group	code	term	drug_substance
prodcode	med_insulin_long	1053041000033110	Human Mixtard 20  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726241000033112	Human Mixtard 20  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1061841000033114	Human Mixtard 20  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818241000033115	Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726041000033116	Human Mixtard 30  Injection  10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1053541000033117	Human Mixtard 30  Injection (cartridges)  100 u/ml	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726341000033119	Human Mixtard 30  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1061641000033113	Human Mixtard 30  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	722941000033116	Human Mixtard 30 Ge  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818341000033113	Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1053141000033114	Human Mixtard 40  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726441000033113	Human Mixtard 40  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1061941000033118	Human Mixtard 40  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818441000033119	Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1053241000033119	Human Mixtard 50  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	726541000033114	Human Mixtard 50  Penfill cartridges (3 ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1062041000033112	Human Mixtard 50  Preloaded pen  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1818541000033118	Human Mixtard 50 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2868441000033119	Humulin 50/50  Injection  100 units/ml, 10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2868241000033115	Humulin 70/30  Injection  100 units/ml, 10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2868141000033110	Humulin 80/20  Injection  100 units/ml, 10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	719941000033116	Humulin M1  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1616141000033116	Humulin M1  Cartridges (3 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	724141000033111	Humulin M1  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	720041000033118	Humulin M2  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	724241000033116	Humulin M2  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1616241000033111	Humulin M2 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	720141000033119	Humulin M3 (Lilly)  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	725341000033110	Humulin M3 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1616341000033118	Humulin M3 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	5910741000033117	Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	3333841000033113	Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	720241000033114	Humulin M4  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	1616441000033112	Humulin M4  Cartridges (3 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	725241000033117	Humulin M4  Injection  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	720441000033110	Humulin M5  Cartridges (1.5 Ml)  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	722841000033112	Humulin M5 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	721141000033114	Humulin M5 50/50  Cartridges  	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2158541000033117	Insuman Comb 15 100units/ml suspension for injection 3ml cartridges (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2267041000033118	Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2158441000033118	Insuman Comb 15 100units/ml suspension for injection 5ml vials (Aventis Pharma)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2035641000033115	Insuman Comb 25 100units/ml suspension for injection 3ml cartridges (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2267141000033119	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	6011841000033112	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2035541000033116	Insuman Comb 25 100units/ml suspension for injection 5ml vials (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2158741000033113	Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2267241000033114	Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2158641000033116	Insuman Comb 50 100units/ml suspension for injection 5ml vials (Aventis Pharma)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953441000033111	Mixtard 10 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953541000033112	Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953641000033113	Mixtard 20 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953741000033116	Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953941000033118	Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2644741000033116	Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2953841000033114	Mixtard 30 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954041000033116	Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954141000033117	Mixtard 40 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954241000033112	Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954441000033113	Mixtard 50  Injection  100 units/ml, 10 ml vial	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954341000033119	Mixtard 50 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	2954541000033114	Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin isophane human/ Insulin soluble human
prodcode	med_insulin_long	734941000033111	Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin isophane porcine
prodcode	med_insulin_long	2917241000033114	Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)	Insulin isophane porcine
prodcode	med_insulin_long	1821441000033116	Insulin isophane porcine 100units/ml suspension for injection 10ml vials	Insulin isophane porcine
prodcode	med_insulin_long	1821541000033115	Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges	Insulin isophane porcine
prodcode	med_insulin_long	763341000033116	Pork Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin isophane porcine
prodcode	med_insulin_long	2018941000033112	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd)	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	2018841000033116	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	2917341000033116	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	734841000033115	Hypurin Porcine Biphasic Isophane  Injection (cartridges)  	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	915641000033117	Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin isophane porcine/ Insulin soluble porcine
prodcode	med_insulin_long	5403541000033118	Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	1736941000033118	Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	4608641000033119	Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	1737041000033117	Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	3922641000033111	Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	4608741000033111	Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	2182141000033117	Humalog Mix50 Pen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)	Insulin lispro/ Insulin lispro protamine
prodcode	med_insulin_long	736141000033115	Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin protamine zinc bovine
prodcode	med_insulin_long	1119741000033114	Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials	Insulin protamine zinc bovine
prodcode	med_insulin_long	724941000033113	Human Ultratard  Injection  100 units/ml	Insulin zinc suspension crystalline human
prodcode	med_insulin_long	724541000033119	Humulin Zn 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin zinc suspension crystalline human
prodcode	med_insulin_long	2954841000033111	Ultratard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin zinc suspension crystalline human
prodcode	med_insulin_long	735241000033115	Hypurin Bovine Lente  Injection (cartridges)  100 i.u./ml	Insulin zinc suspension mixed bovine
prodcode	med_insulin_long	735941000033112	Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)	Insulin zinc suspension mixed bovine
prodcode	med_insulin_long	723941000033110	Human Monotard (Novo)  Injection  100 units/ml	Insulin zinc suspension mixed human
prodcode	med_insulin_long	725841000033118	Humulin Lente 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin zinc suspension mixed human
prodcode	med_insulin_long	763941000033117	Insulin Zinc Suspension  Injection  100 units/ml	Insulin zinc suspension mixed human
prodcode	med_insulin_long	759841000033115	Insulin Zinc Suspension (Human)  Injection  100 units/ml, 10 ml vial	Insulin zinc suspension mixed human
prodcode	med_insulin_long	764941000033119	Insulin Zinc Suspension Lente (Evans)  Injection  100u/ml	Insulin zinc suspension mixed human
prodcode	med_insulin_long	2954741000033118	Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulin zinc suspension mixed human
prodcode	med_insulin_long	926541000033117	Monotard Mc Insulin Zinc Susp Bp Nova  Injection  100 units/1 ml	Insulin zinc suspension mixed human
prodcode	med_insulin_short	725941000033114	Human Actrapid  Injection  100 units/ml	Insulin human
prodcode	med_insulin_short	720941000033117	Human Actrapid Penfill  Cartridges (3 Ml)  100 units/ml	Insulin human
prodcode	med_insulin_short	9641000033112	Human Actrapid  Preloaded pen  100 units/ml	Insulin human
prodcode	med_insulin_short	725541000033115	Human Velosulin  Injection  100 u/ml	Insulin human
prodcode	med_insulin_short	720341000033116	Humulin S  Cartridges (1.5 Ml)  100 units/ml	Insulin soluble human
prodcode	med_insulin_short	1508341000033112	Pork Velosulin  Injection  100 units/ml	Insulin porcine
prodcode	med_insulin_short	7341000033112	Actrapid Mc  Injection  100 units/1 ml	Insulin human
prodcode	med_insulin_short	3914341000033119	Apidra Optiset  Pre-filled Disposable Pen  100 units/ml, 3 ml pen	Insulin glulisine
prodcode	med_insulin_short	961141000033113	Neutral Insulin (Human)  Injection  100 units/ml	Insulin human
prodcode	med_insulin_short	1508441000033118	Velosulin Cartridge (Nordisk Wellcome)  Injection  100 units/ml	Insulin human
prodcode	med_insulin_short	1862141000033112	Insulin Aspart  Prefilled syringes  100 units/ml	Insulin aspart
prodcode	med_insulin_short	1507441000033119	Human Velosulin  Injection  100 u/ml	Insulin human
prodcode	med_insulin_short	3938341000033116	Exubera  Insulin Release Units  box of 6	Insulin human
prodcode	med_insulin_short	4270841000033113	Human Actrapid  Injection  500 units/ml, 10 ml vial	Insulin human
prodcode	med_insulin_short	2796641000033115	NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin aspart
prodcode	med_insulin_short	1862341000033110	NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin aspart
prodcode	med_insulin_short	1862241000033117	NovoRapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)	Insulin aspart
prodcode	med_insulin_short	12186541000033112	Fiasp FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin aspart
prodcode	med_insulin_short	1862041000033113	Insulin aspart 100units/ml solution for injection 3ml cartridges	Insulin aspart
prodcode	med_insulin_short	9677141000033117	NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd)	Insulin aspart
prodcode	med_insulin_short	6456441000033119	NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulin aspart
prodcode	med_insulin_short	12186641000033113	Fiasp Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin aspart
prodcode	med_insulin_short	12186441000033111	Fiasp 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)	Insulin aspart
prodcode	med_insulin_short	3277741000033118	Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin aspart
prodcode	med_insulin_short	1861941000033119	Insulin aspart 100units/ml solution for injection 10ml vials	Insulin aspart
prodcode	med_insulin_short	1862441000033116	NovoRapid Novolet 100units/ml solution for injection (Novo Nordisk Ltd)	Insulin aspart
prodcode	med_insulin_short	13861241000033119	Trurapi 100units/ml solution for injection 3ml pre-filled Solostar pens (Sanofi)	Insulin aspart
prodcode	med_insulin_short	9677041000033116	Insulin aspart 100units/ml solution for injection 1.6ml cartridges	Insulin aspart
prodcode	med_insulin_short	13861141000033114	Trurapi 100units/ml solution for injection 3ml cartridges (Sanofi)	Insulin aspart
prodcode	med_insulin_short	13939841000033118	Trurapi 100units/ml solution for injection 10ml vials (Sanofi)	Insulin aspart
prodcode	med_insulin_short	4258641000033112	Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)	Insulin glulisine
prodcode	med_insulin_short	3345941000033119	Apidra 100units/ml solution for injection 3ml cartridges (Sanofi)	Insulin glulisine
prodcode	med_insulin_short	3345841000033110	Apidra 100units/ml solution for injection 10ml vials (Sanofi)	Insulin glulisine
prodcode	med_insulin_short	3914241000033112	Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin glulisine
prodcode	med_insulin_short	3345641000033114	Insulin glulisine 100units/ml solution for injection 10ml vials	Insulin glulisine
prodcode	med_insulin_short	3345741000033117	Insulin glulisine 100units/ml solution for injection 3ml cartridges	Insulin glulisine
prodcode	med_insulin_short	3963941000033117	Apidra 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi)	Insulin glulisine
prodcode	med_insulin_short	4423041000033114	Humulin R 500units/ml solution for injection 20ml vials (Imported (United States))	Insulin human
prodcode	med_insulin_short	3945241000033119	Exubera 3mg inhalation powder blisters (Pfizer Ltd)	Insulin human
prodcode	med_insulin_short	3945141000033114	Exubera 1mg inhalation powder blisters (Pfizer Ltd)	Insulin human
prodcode	med_insulin_short	12481641000033115	Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens (Imported (United States))	Insulin human
prodcode	med_insulin_short	10674341000033114	Insuman Infusat 100units/ml solution for injection 3.15ml cartridges (Sanofi)	Insulin human
prodcode	med_insulin_short	10674141000033111	Insuman Infusat 100units/ml solution for injection 10ml vials (Sanofi)	Insulin human
prodcode	med_insulin_short	1736841000033114	Humalog 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	4608541000033115	Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	723241000033118	Humalog 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	1739941000033110	Insulin lispro 100units/ml solution for injection 3ml cartridges	Insulin lispro
prodcode	med_insulin_short	720541000033111	Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	2182341000033119	Humalog Pen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)	Insulin lispro
prodcode	med_insulin_short	762441000033118	Insulin lispro 100units/ml solution for injection 10ml vials	Insulin lispro
prodcode	med_insulin_short	10252741000033119	Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	2182241000033112	Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin lispro
prodcode	med_insulin_short	757641000033112	Insulin lispro 100units/ml solution for injection 1.5ml cartridges	Insulin lispro
prodcode	med_insulin_short	13604841000033112	Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	12486241000033111	Humalog Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	13605141000033117	Lyumjev 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	12600941000033118	Insulin lispro Sanofi 100units/ml solution for injection 3ml pre-filled pens (Sanofi)	Insulin lispro
prodcode	med_insulin_short	13605041000033116	Lyumjev 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	13604741000033119	Lyumjev Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	13912041000033110	Admelog 100units/ml solution for injection 3ml pre-filled pens (Sanofi)	Insulin lispro
prodcode	med_insulin_short	13604941000033116	Lyumjev KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	12600841000033114	Insulin lispro Sanofi 100units/ml solution for injection 3ml cartridges (Sanofi)	Insulin lispro
prodcode	med_insulin_short	12600741000033116	Insulin lispro Sanofi 100units/ml solution for injection 10ml vials (Sanofi)	Insulin lispro
prodcode	med_insulin_short	13911941000033116	Admelog 100units/ml solution for injection 3ml cartridges (Sanofi)	Insulin lispro
prodcode	med_insulin_short	13911841000033112	Admelog 100units/ml solution for injection 10ml vials (Sanofi)	Insulin lispro
prodcode	med_insulin_short	10252641000033111	Insulin lispro 200units/ml solution for injection 3ml pre-filled disposable devices	Insulin lispro
prodcode	med_insulin_short	14041441000033111	Lyumjev Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	14004241000033116	Humalog Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Insulin lispro
prodcode	med_insulin_short	736041000033119	Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials (Wockhardt UK Ltd)	Insulin soluble bovine
prodcode	med_insulin_short	2916941000033119	Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd)	Insulin soluble bovine
prodcode	med_insulin_short	2952841000033116	Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)	Insulin soluble human
prodcode	med_insulin_short	721041000033110	Human Actrapid Penfill 100units/ml solution for injection 1.5ml cartridges (Novo Nordisk Ltd)	Insulin soluble human
prodcode	med_insulin_short	1616041000033115	Humulin S 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd)	Insulin soluble human
prodcode	med_insulin_short	724341000033114	Humulin S 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd)	Insulin soluble human
prodcode	med_insulin_short	2953041000033119	Actrapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)	Insulin soluble human
prodcode	med_insulin_short	2954641000033110	Velosulin 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)	Insulin soluble human
prodcode	med_insulin_short	2952941000033112	Actrapid NovoLet 100units/ml solution for injection (Novo Nordisk Ltd)	Insulin soluble human
prodcode	med_insulin_short	2034641000033119	Insuman Rapid 100units/ml solution for injection 3ml cartridges (Sanofi)	Insulin soluble human
prodcode	med_insulin_short	727041000033119	HumaJect S Pen 100units/ml solution for injection (Eli Lilly and Company Ltd)	Insulin soluble human
prodcode	med_insulin_short	2266941000033119	Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)	Insulin soluble human
prodcode	med_insulin_short	2034441000033116	Insuman Rapid 100units/ml solution for injection 5ml vials (Aventis Pharma)	Insulin soluble human
prodcode	med_insulin_short	735441000033119	Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (Wockhardt UK Ltd)	Insulin soluble porcine
prodcode	med_insulin_short	1749441000033116	Pork Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)	Insulin soluble porcine
prodcode	med_insulin_short	2917141000033119	Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd)	Insulin soluble porcine
prodcode	med_insulin_short	12624241000033111	Insulin soluble porcine 100units/ml solution for injection 10ml vials	Insulin soluble porcine
prodcode	med_SGLT2	8199441000033112	Dapagliflozin 10mg tablets	Dapagliflozin propanediol monohydrate
prodcode	med_SGLT2	9336641000033119	Empagliflozin 10mg tablets	Empagliflozin
prodcode	med_SGLT2	9336841000033118	Empagliflozin 25mg tablets	Empagliflozin
prodcode	med_SGLT2	9110341000033112	Canagliflozin 100mg tablets	Canagliflozin hemihydrate
prodcode	med_SGLT2	9110441000033118	Canagliflozin 300mg tablets	Canagliflozin hemihydrate
prodcode	med_SGLT2	8199341000033118	Dapagliflozin 5mg tablets	Dapagliflozin propanediol monohydrate
prodcode	med_SGLT2	8199641000033114	Forxiga 10mg tablets (AstraZeneca UK Ltd)	Dapagliflozin propanediol monohydrate
prodcode	med_SGLT2	9110541000033117	Invokana 100mg tablets (Napp Pharmaceuticals Ltd)	Canagliflozin hemihydrate
prodcode	med_SGLT2	9110641000033116	Invokana 300mg tablets (Napp Pharmaceuticals Ltd)	Canagliflozin hemihydrate
prodcode	med_SGLT2	8199541000033113	Forxiga 5mg tablets (AstraZeneca UK Ltd)	Dapagliflozin propanediol monohydrate
prodcode	med_SGLT2	9337141000033114	Jardiance 10mg tablets (Boehringer Ingelheim Ltd)	Empagliflozin
prodcode	med_SGLT2	9337241000033119	Jardiance 25mg tablets (Boehringer Ingelheim Ltd)	Empagliflozin
prodcode	med_SGLT2	12880941000033111	Ertugliflozin 5mg tablets	Ertugliflozin L-pyroglutamic acid
prodcode	med_SGLT2	12881041000033118	Ertugliflozin 15mg tablets	Ertugliflozin L-pyroglutamic acid
prodcode	med_SGLT2	12881241000033114	Steglatro 15mg tablets (Merck Sharp & Dohme (UK) Ltd)	Ertugliflozin L-pyroglutamic acid
prodcode	med_SGLT2	12881141000033119	Steglatro 5mg tablets (Merck Sharp & Dohme (UK) Ltd)	Ertugliflozin L-pyroglutamic acid
prodcode	med_SGLT2_DPP4	11898041000033111	Saxagliptin 5mg / Dapagliflozin 10mg tablets	Dapagliflozin propanediol monohydrate/ Saxagliptin hydrochloride
prodcode	med_SGLT2_DPP5	11898141000033110	Qtern 5mg/10mg tablets (AstraZeneca UK Ltd)	Dapagliflozin propanediol monohydrate/ Saxagliptin hydrochloride
prodcode	med_SGLT2_DPP6	13116741000033112	Empagliflozin 10mg / Linagliptin 5mg tablets	Empagliflozin/ Linagliptin
prodcode	med_SGLT2_DPP7	13116841000033119	Empagliflozin 25mg / Linagliptin 5mg tablets	Empagliflozin/ Linagliptin
prodcode	med_SGLT2_DPP8	13116941000033110	Glyxambi 10mg/5mg tablets (Boehringer Ingelheim Ltd)	Empagliflozin/ Linagliptin
prodcode	med_SGLT2_DPP9	13117041000033111	Glyxambi 25mg/5mg tablets (Boehringer Ingelheim Ltd)	Empagliflozin/ Linagliptin
prodcode	med_sulfonylurea	646441000033117	Gliclazide 80mg tablets	Gliclazide
prodcode	med_sulfonylurea	5709741000033116	Gliclazide 40mg tablets	Gliclazide
prodcode	med_sulfonylurea	2289441000033115	Gliclazide 30mg modified-release tablets	Gliclazide
prodcode	med_sulfonylurea	644641000033112	Glibenclamide 5mg tablets	Glibenclamide
prodcode	med_sulfonylurea	645841000033112	Glimepiride 2mg tablets	Glimepiride
prodcode	med_sulfonylurea	646141000033113	Glimepiride 4mg tablets	Glimepiride
prodcode	med_sulfonylurea	1450941000033113	Tolbutamide 500mg tablets	Tolbutamide
prodcode	med_sulfonylurea	644841000033113	Glipizide 5mg tablets	Glipizide
